0;0;0.217247;
0.05;0;0.222714;
0.1;0;0.23825;
0.15;0;0.26244;
0.2;0;0.293785;
0.25;0;0.33077;
0.3;0;0.371925;
0.35;0;0.41586;
0.4;0;0.461284;
0.45;0;0.507017;
0.5;0;0.551996;
0.55;0;0.595274;
0.6;0;0.636023;
0.65;0;0.673536;
0.7;0;0.707222;
0.75;0;0.736606;
0.8;0;0.761312;
0.85;0;0.781042;
0.9;0;0.795537;
0.95;0;0.804517;
1;0;0.807617;
1.05;-1.42186e-06;0.807617;
1.1;-5.48966e-06;0.807617;
1.15;-1.18964e-05;0.807618;
1.2;-2.03061e-05;0.807618;
1.25;-3.03374e-05;0.80762;
1.3;-4.15543e-05;0.807622;
1.35;-5.34712e-05;0.807625;
1.4;-6.55709e-05;0.807629;
1.45;-7.73358e-05;0.807634;
1.5;-8.82861e-05;0.80764;
1.55;-9.80207e-05;0.807647;
1.6;-0.000106251;0.807654;
1.65;-0.000112826;0.807661;
1.7;-0.000117738;0.807669;
1.75;-0.000121114;0.807675;
1.8;-0.000123193;0.807682;
1.85;-0.000124287;0.807687;
1.9;-0.000124735;0.807691;
1.95;-0.000124847;0.807693;
2;-0.000124855;0.807694;
2.05;-0.000124855;0.807694;
2.1;-0.000124855;0.807694;
2.15;-0.000124855;0.807694;
2.2;-0.000124855;0.807694;
2.25;-0.000124855;0.807694;
2.3;-0.000124855;0.807694;
2.35;-0.000124855;0.807694;
2.4;-0.000124855;0.807694;
2.45;-0.000124855;0.807694;
2.5;-0.000124855;0.807694;
2.55;-0.000124855;0.807694;
2.6;-0.000124855;0.807694;
2.65;-0.000124855;0.807694;
2.7;-0.000124855;0.807694;
2.75;-0.000124855;0.807694;
2.8;-0.000124855;0.807694;
2.85;-0.000124855;0.807694;
2.9;-0.000124855;0.807694;
2.95;-0.000124855;0.807694;
3;-0.000124855;0.807694;
3.05;0.00368835;0.808926;
3.1;0.0144984;0.812185;
3.15;0.0313877;0.816756;
3.2;0.053466;0.821901;
3.25;0.0798625;0.826903;
3.3;0.109722;0.831107;
3.35;0.14221;0.833947;
3.4;0.176517;0.834962;
3.45;0.211877;0.83381;
3.5;0.247581;0.830264;
3.55;0.282988;0.824212;
3.6;0.317541;0.815637;
3.65;0.350769;0.804605;
3.7;0.382291;0.791238;
3.75;0.411813;0.775697;
3.8;0.439117;0.75816;
3.85;0.464055;0.738802;
3.9;0.486539;0.717783;
3.95;0.506527;0.695238;
4;0.524018;0.67127;
4.05;0.53904;0.645951;
4.1;0.551642;0.619324;
4.15;0.561894;0.591409;
4.2;0.569881;0.562215;
4.25;0.575697;0.53175;
4.3;0.579452;0.500036;
4.35;0.581266;0.467126;
4.4;0.581275;0.433117;
4.45;0.57963;0.39817;
4.5;0.576504;0.362526;
4.55;0.572093;0.326519;
4.6;0.566622;0.290596;
4.65;0.56035;0.255326;
4.7;0.553572;0.22141;
4.75;0.546624;0.18969;
4.8;0.539885;0.161139;
4.85;0.533778;0.136853;
4.9;0.528771;0.118016;
4.95;0.52537;0.105852;
5;0.524112;0.10155;
5.05;0.52391;0.10166;
5.1;0.523313;0.101984;
5.15;0.522328;0.102517;
5.2;0.520965;0.103251;
5.25;0.519232;0.10418;
5.3;0.517138;0.105294;
5.35;0.51469;0.106586;
5.4;0.511895;0.108047;
5.45;0.508761;0.109667;
5.5;0.505295;0.111439;
5.55;0.501502;0.113351;
5.6;0.497391;0.115395;
5.65;0.492966;0.117561;
5.7;0.488235;0.119839;
5.75;0.483204;0.122218;
5.8;0.47788;0.12469;
5.85;0.472268;0.127245;
5.9;0.466375;0.129871;
5.95;0.460208;0.132561;
6;0.453773;0.135304;
6.05;0.447077;0.13809;
6.1;0.440127;0.140911;
6.15;0.43293;0.143758;
6.2;0.425495;0.146621;
6.25;0.417827;0.149493;
6.3;0.409936;0.152364;
6.35;0.40183;0.155228;
6.4;0.393518;0.158076;
6.45;0.385008;0.1609;
6.5;0.37631;0.163695;
6.55;0.367434;0.166453;
6.6;0.358391;0.169168;
6.65;0.349189;0.171834;
6.7;0.339841;0.174445;
6.75;0.330359;0.176997;
6.8;0.320753;0.179485;
6.85;0.311037;0.181904;
6.9;0.301222;0.18425;
6.95;0.291322;0.18652;
7;0.281351;0.188711;
7.05;0.271322;0.190819;
7.1;0.261249;0.192844;
7.15;0.251147;0.194781;
7.2;0.241031;0.196632;
7.25;0.230915;0.198393;
7.3;0.220816;0.200064;
7.35;0.210748;0.201646;
7.4;0.200728;0.203137;
7.45;0.190772;0.204539;
7.5;0.180894;0.205851;
7.55;0.171113;0.207076;
7.6;0.161444;0.208215;
7.65;0.151903;0.209268;
7.7;0.142506;0.210239;
7.75;0.133271;0.211129;
7.8;0.124213;0.211942;
7.85;0.115348;0.212679;
7.9;0.106692;0.213344;
7.95;0.0982623;0.213941;
8;0.0900735;0.214472;
8.05;0.0821418;0.214942;
8.1;0.0744826;0.215353;
8.15;0.0671114;0.215711;
8.2;0.0600433;0.216018;
8.25;0.0532935;0.216279;
8.3;0.0468768;0.216499;
8.35;0.0408078;0.21668;
8.4;0.0351012;0.216828;
8.45;0.0297713;0.216946;
8.5;0.0248323;0.217037;
8.55;0.0202984;0.217107;
8.6;0.0161836;0.217158;
8.65;0.0125016;0.217194;
8.7;0.00926635;0.217218;
8.75;0.00649151;0.217233;
8.8;0.00419073;0.217241;
8.85;0.00237761;0.217245;
8.9;0.00106575;0.217247;
8.95;0.000268696;0.217247;
9;2.05359e-15;0.217247;
